adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,gratuit,date_mise_en_service,date_maj
BOULEVARD DENIS SOULIER- AVIGNON,84000,"43.942256, 4.816939",1,FALSE,07/06/2021,07/06/2021
BOULEVARD DENIS SOULIER- AVIGNON,84000,"43.942256, 4.816939",1,FALSE,07/06/2021,07/06/2021
AVENUE JEAN MONNET - MORIERE,84310,"43.940189, 4.899412",1,FALSE,07/06/2021,07/06/2021
AVENUE JEAN MONNET - MORIERE,84310,"43.940189, 4.899412",1,FALSE,07/06/2021,07/06/2021
BP MANISSIEUX - SAINT-PRIEST,BP69800,"45.698458, 4.977306",1,FALSE,07/06/2021,07/06/2021
BP MANISSIEUX - SAINT-PRIEST,BP69800,"45.698458, 4.977306",1,FALSE,07/06/2021,07/06/2021
BP MANISSIEUX - SAINT-PRIEST,BP69800,"45.698458, 4.977306",1,FALSE,07/06/2021,07/06/2021
BP FRAZE - MANOIR DU PERCHE - DAMPIERRE-SOUS-BROU,BP28100,"48.240665, 1.083300",1,FALSE,07/06/2021,07/06/2021
BP FRAZE - MANOIR DU PERCHE - DAMPIERRE-SOUS-BROU,BP28100,"48.240665, 1.083300",1,FALSE,07/06/2021,07/06/2021
BP FRAZE - MANOIR DU PERCHE - DAMPIERRE-SOUS-BROU,BP28100,"48.240665, 1.083300",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-SYLVAIN-D'ANJOU,BP49400,"47.500239, -0.490811",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-SYLVAIN-D'ANJOU,BP49400,"47.500239, -0.490811",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-SYLVAIN-D'ANJOU,BP49400,"47.500239, -0.490811",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-PRIEST,BP69800,"45.698131, 4.974066",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-PRIEST,BP69800,"45.698131, 4.974066",1,FALSE,07/06/2021,07/06/2021
BP - SAINT-PRIEST,BP69800,"45.698131, 4.974066",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE SUD - LES PETITES-LOGES,BP514000,"49.120583, 4.242799",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE SUD - LES PETITES-LOGES,BP514000,"49.120583, 4.242799",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE SUD - LES PETITES-LOGES,BP514000,"49.120583, 4.242799",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE NORD - LES PETITES-LOGES,BP514000,"49.120556, 4.242644",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE NORD - LES PETITES-LOGES,BP514000,"49.120556, 4.242644",1,FALSE,07/06/2021,07/06/2021
BP CHAMPAGNE NORD - LES PETITES-LOGES,BP514000,"49.120556, 4.242644",1,FALSE,07/06/2021,07/06/2021
BP - LONGEVILLE,BP577000,"49.132656, 6.660772",1,FALSE,07/06/2021,07/06/2021
BP - LONGEVILLE,BP577000,"49.132656, 6.660772",1,FALSE,07/06/2021,07/06/2021
BP - LONGEVILLE,BP577000,"49.132656, 6.660772",1,FALSE,07/06/2021,07/06/2021
BP - Garigliano,BP75000,"48.836240, 2.277903",1,FALSE,07/06/2021,07/06/2021
BP - Garigliano,BP75000,"48.836240, 2.277903",1,FALSE,07/06/2021,07/06/2021
BP - Garigliano,BP75000,"48.836240, 2.277903",1,FALSE,07/06/2021,07/06/2021
RUE MARTIN LUTHER KING - AVIGNON,84000,"43.943149, 4.796952",1,FALSE,07/06/2021,07/06/2021
RUE MARTIN LUTHER KING - AVIGNON,84000,"43.943149, 4.796952",1,FALSE,07/06/2021,07/06/2021
RUE MARTIN LUTHER KING - AVIGNON,84000,"43.943149, 4.796952",1,FALSE,07/06/2021,07/06/2021
RUE MARTIN LUTHER KING - AVIGNON,84000,"43.943149, 4.796952",1,FALSE,07/06/2021,07/06/2021
SEMARD ROTONDE - AVIGNON,84000,"43.939104, 4.821433",1,FALSE,07/06/2021,07/06/2021
SEMARD ROTONDE - AVIGNON,84000,"43.939104, 4.821433",1,FALSE,07/06/2021,07/06/2021
OFFICE DU TOURISME - GASSIN,83580,"43.230239, 6.585713",1,FALSE,07/06/2021,07/06/2021
OFFICE DU TOURISME - GASSIN,83580,"43.230239, 6.585713",1,FALSE,07/06/2021,07/06/2021
CAP SUD - AVIGNON,84000,"43.927832, 4.838556",1,FALSE,07/06/2021,07/06/2021
CAP SUD - AVIGNON,84000,"43.927832, 4.838556",1,FALSE,07/06/2021,07/06/2021
VILLENEUVE-LOUBET - COOLWORK,62700,"43.641297, 7.130067",1,FALSE,07/06/2021,07/06/2021
VILLENEUVE-LOUBET - COOLWORK,62700,"43.641297, 7.130067",1,FALSE,07/06/2021,07/06/2021
VILLENEUVE-LOUBET - COOLWORK,62700,"43.641297, 7.130067",1,FALSE,07/06/2021,07/06/2021
VILLENEUVE-LOUBET - COOLWORK,62700,"43.641297, 7.130067",1,FALSE,07/06/2021,07/06/2021
MOURRE-SOLIDARITE - AVIGNON,84000,"43.942905, 4.825062",1,FALSE,07/06/2021,07/06/2021
MOURRE-SOLIDARITE - AVIGNON,84000,"43.942905, 4.825062",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
PLACE FERRARI - CLAMART,92140,"48.798985, 2.262841",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
HOPITAL BECLERE - AVENUE DE GAULLE - CLAMART,92140,"48.786899, 2.255335",1,FALSE,07/06/2021,07/06/2021
BP AIRE DU GRANIER - MYANS,BP738,"45.526670, 5.973200",1,FALSE,07/06/2021,07/06/2021
BP AIRE DU GRANIER - MYANS,BP738,"45.526670, 5.973200",1,FALSE,07/06/2021,07/06/2021
BP AIRE DU GRANIER - MYANS,BP738,"45.526670, 5.973200",1,FALSE,07/06/2021,07/06/2021
BARTHELASSE - AVIGNON,84000,"43.952673, 4.796913",1,FALSE,07/06/2021,07/06/2021
BARTHELASSE - AVIGNON,84000,"43.952673, 4.796913",1,FALSE,07/06/2021,07/06/2021
RENAULT DEALER FOUGERES,RNO3500,"48.348536, -1.181023",1,FALSE,07/06/2021,07/06/2021
RENAULT DEALER FOUGERES,RNO3500,"48.348536, -1.181023",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
VICTOR HUGO - CLAMART,92140,"48.804229, 2.267296",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
POMPIDOU - CLAMART,92140,"48.784747, 2.236370",1,FALSE,19/07/2021,19/07/2021
PRAIRIE DE LA MER GRIMAUD,83310,"43.280687, 6.581150",1,FALSE,19/07/2021,19/07/2021
PRAIRIE DE LA MER GRIMAUD,83310,"43.280687, 6.581150",1,FALSE,19/07/2021,19/07/2021
PRAIRIE DE LA MER GRIMAUD,83310,"43.280687, 6.581150",1,FALSE,19/07/2021,19/07/2021
PRAIRIE DE LA MER GRIMAUD,83310,"43.280687, 6.581150",1,FALSE,19/07/2021,19/07/2021
PRAIRIE DE LA MER ENTREE GRIMAUD,83310,"43.276785, 6.581173",1,FALSE,13/12/2021,13/12/2021
PRAIRIE DE LA MER ENTREE GRIMAUD,83310,"43.276785, 6.581173",1,FALSE,13/12/2021,13/12/2021
PRAIRIE DE LA MER ENTREE GRIMAUD,83310,"43.276785, 6.581173",1,FALSE,13/12/2021,13/12/2021
BP AIRE DE L'ABIS - SAINT-JEOIRE-PRIEURE,BP73100,"45.526596, 5.976272",1,FALSE,13/12/2021,13/12/2021
BP AIRE DE L'ABIS - SAINT-JEOIRE-PRIEURE,BP73100,"45.526596, 5.976272",1,FALSE,13/12/2021,13/12/2021
BP AIRE DE L'ABIS - SAINT-JEOIRE-PRIEURE,BP73100,"45.526596, 5.976272",1,FALSE,13/12/2021,13/12/2021
AVENUE JEAN JAURES - CLAMART,92140,"48.808019, 2.267834",1,FALSE,13/12/2021,13/12/2021
AVENUE JEAN JAURES - CLAMART,92140,"48.808019, 2.267834",1,FALSE,13/12/2021,13/12/2021
AVENUE JEAN JAURES - CLAMART,92140,"48.808019, 2.267834",1,FALSE,13/12/2021,13/12/2021
AVENUE JEAN JAURES - CLAMART,92140,"48.808019, 2.267834",1,FALSE,13/12/2021,13/12/2021
AVENUE JEAN JAURES - CLAMART,92140,"48.808019, 2.267834",1,FALSE,13/12/2021,13/12/2021
DOMAINE TORPEZ - RAMATUELLE,83350,"43.256121, 6.635613",1,FALSE,13/12/2021,13/12/2021
DOMAINE TORPEZ - RAMATUELLE,83350,"43.256121, 6.635613",1,FALSE,13/12/2021,13/12/2021
DOMAINE TORPEZ - RAMATUELLE,83350,"43.256121, 6.635613",1,FALSE,13/12/2021,13/12/2021
DOMAINE TORPEZ - RAMATUELLE,83350,"43.256121, 6.635613",1,FALSE,13/12/2021,13/12/2021
LE VILLAGE - VELLERON,84740,"43.955152, 5.027168",1,FALSE,13/12/2021,13/12/2021
LE VILLAGE - VELLERON,84740,"43.955152, 5.027168",1,FALSE,13/12/2021,13/12/2021
LE VILLAGE - VELLERON,84740,"43.955152, 5.027168",1,FALSE,13/12/2021,13/12/2021
LE VILLAGE - VELLERON,84740,"43.955152, 5.027168",1,FALSE,13/12/2021,13/12/2021
SAINT-RAMBERT-D'ALBON,BP26100,"45.275643, 4.828890",1,FALSE,13/12/2021,13/12/2021
SAINT-RAMBERT-D'ALBON,BP26100,"45.275643, 4.828890",1,FALSE,13/12/2021,13/12/2021
SAINT-RAMBERT-D'ALBON,BP26100,"45.275643, 4.828890",1,FALSE,13/12/2021,13/12/2021
MONTFAVET PAROISSIENS,84140,"43.934998, 4.871245",1,FALSE,13/12/2021,13/12/2021
MONTFAVET PAROISSIENS,84140,"43.934998, 4.871245",1,FALSE,13/12/2021,13/12/2021
MONTFAVET PAROISSIENS,84140,"43.934998, 4.871245",1,FALSE,13/12/2021,13/12/2021
MONTFAVET PAROISSIENS,84140,"43.934998, 4.871245",1,FALSE,13/12/2021,13/12/2021
RENAULT DEALER Bain de Bretagne,RNO35000,"47.862233, -1.683721",1,FALSE,13/12/2021,13/12/2021
RENAULT DEALER Bain de Bretagne,RNO35000,"47.862233, -1.683721",1,FALSE,13/12/2021,13/12/2021
Chaumont sur Tharonne,BP41600,"47.665194, 1.926161",1,FALSE,13/12/2021,13/12/2021
Chaumont sur Tharonne,BP41600,"47.665194, 1.926161",1,FALSE,13/12/2021,13/12/2021
Chaumont sur Tharonne,BP41600,"47.665194, 1.926161",1,FALSE,13/12/2021,13/12/2021
FR*55C*PBP*67170*BRUMATH,BP67100,"48.724352, 7.691184",1,FALSE,13/12/2021,13/12/2021
FR*55C*PBP*67170*BRUMATH,BP67100,"48.724352, 7.691184",1,FALSE,13/12/2021,13/12/2021
FR*55C*PBP*67170*BRUMATH,BP67100,"48.724352, 7.691184",1,FALSE,13/12/2021,13/12/2021
FR*55C*P78140*VLZ*TARRON,78140,"48.782472, 2.190194",1,FALSE,13/12/2021,13/12/2021
FR*55C*P78140*VLZ*TARRON,78140,"48.782472, 2.190194",1,FALSE,13/12/2021,13/12/2021
FR*55C*P78140*VLZ*TARRON,78140,"48.782472, 2.190194",1,FALSE,13/12/2021,13/12/2021
FR*55C*P78140*VLZ*TARRON,78140,"48.782472, 2.190194",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
AVENUE DE LA DIVISION LECLERC - FONTENAY-AUX-ROSES,92320,"48.795044, 2.274352",1,FALSE,13/12/2021,13/12/2021
PLACE EMMANUEL VITRIA - MORIERE,84310,"43.942662, 4.904710",1,FALSE,28/02/2022,28/02/2022
PLACE EMMANUEL VITRIA - MORIERE,84310,"43.942662, 4.904710",1,FALSE,28/02/2022,28/02/2022
RUE JEAN JAURES - FONTENAY-AUX-ROSES,92260,"48.790756, 2.287036",1,FALSE,09/05/2022,09/05/2022
RUE JEAN JAURES - FONTENAY-AUX-ROSES,92260,"48.790756, 2.287036",1,FALSE,09/05/2022,09/05/2022
RUE JEAN JAURES - FONTENAY-AUX-ROSES,92260,"48.790756, 2.287036",1,FALSE,09/05/2022,09/05/2022
RUE JEAN JAURES - FONTENAY-AUX-ROSES,92260,"48.790756, 2.287036",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE LOMBART - FONTENAY-AUX-ROSES,92260,"48.789219, 2.292852",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
AVENUE PAUL LANGEVIN - FONTENAY-AUX-ROSES,92260,"48.783485, 2.283107",1,FALSE,09/05/2022,09/05/2022
GARE - ENTRAIGUES SUR LA SORGUE,84320,"44.005089, 4.921510",1,FALSE,09/05/2022,09/05/2022
GARE - ENTRAIGUES SUR LA SORGUE,84320,"44.005089, 4.921510",1,FALSE,09/05/2022,09/05/2022
CAPITAINERIE  SAINT TROPEZ,83990,"43.272524, 6.636581",1,FALSE,09/05/2022,09/05/2022
CAPITAINERIE  SAINT TROPEZ,83990,"43.272524, 6.636581",1,FALSE,09/05/2022,09/05/2022
300 Route de Tahiti 83350 Ramatuelle,83350,"43.250875, 6.657337",1,FALSE,30/03/2022,21/06/2022
300 Route de Tahiti 83350 Ramatuelle,83350,"43.250875, 6.657337",1,FALSE,30/03/2022,21/06/2022
6 Avenue de Paris 78000 Versailles,78000,"48.801996, 2.130358",1,FALSE,05/05/2022,21/06/2022
6 Avenue de Paris 78000 Versailles,78000,"48.801996, 2.130358",1,FALSE,05/05/2022,21/06/2022
Rue du Four 83310 La Môle,83310,"43.207435, 6.465199",1,FALSE,31/05/2022,21/06/2022
Rue du Four 83310 La Môle,83310,"43.207435, 6.465199",1,FALSE,31/05/2022,21/06/2022
19 Rue de la Résistance 83990 Saint-Tropez,83990,"43.268741, 6.643206",1,FALSE,08/06/2022,21/06/2022
19 Rue de la Résistance 83990 Saint-Tropez,83990,"43.268741, 6.643206",1,FALSE,17/06/2022,21/06/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DE L'ABIS – SAINT-JEOIRE-PRIEURE,73190,"45.526596, 5.976272",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
BP AIRE DU GRANIER – MYANS,73800,"45.526670, 5.973200",1,FALSE,22/07/2022,02/08/2022
CAMPING DES MURES - PRESTIGE – GRIMAUD,83310,"43.284265, 6.585656",1,FALSE,22/07/2022,02/08/2022
CAMPING DES MURES - PLAGE – GRIMAUD,83310,"43.283508, 6.592279",1,FALSE,22/07/2022,02/08/2022
NIKKI BEACH – RAMATUELLE,83350,"43.220607, 6.659943",1,FALSE,22/08/2022,02/09/2022
PRAIRIE DE LA MER - PARKING CLIENTS – GRIMAUD,83310,"43.280330, 6.584320",1,FALSE,26/09/2022,26/09/2022
PRAIRIE DE LA MER - PARKING CLIENTS – GRIMAUD,83310,"43.280330, 6.584320",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
BP AIRE DE MEILLAC,33240,"44.974930, -0.431965",1,FALSE,26/09/2022,26/09/2022
ECOLE - VENTABREN,13122,"43.538529, 5.302399",1,FALSE,03/10/2022,06/10/2022
ECOLE - VENTABREN,13122,"43.538529, 5.302399",1,FALSE,03/10/2022,06/10/2022
PLATEAU - VENTABREN,13122,"43.535968, 5.294772",1,FALSE,03/10/2022,06/10/2022
PARKING CANADELIA - RAYOL,83820,"43.160329, 6.464987",1,FALSE,18/11/2022,30/11/2022
PARKING CANADELIA - RAYOL,83820,"43.160329, 6.464987",1,FALSE,18/11/2022,30/11/2022
PARKING LAFONT - LE BOUSCAT,33110,"44.866450, -0.597037",1,FALSE,22/11/2022,30/11/2022
PARKING LAFONT - LE BOUSCAT,33110,"44.866450, -0.597037",1,FALSE,22/11/2022,30/11/2022
PARKING LAFONT - LE BOUSCAT,33110,"44.866450, -0.597037",1,FALSE,22/11/2022,30/11/2022
PARKING LAFONT - LE BOUSCAT,33110,"44.866450, -0.597037",1,FALSE,22/11/2022,30/11/2022
